0.01	0.37	0.21	0.01	0
0.01	0.37	0.21	0.01	0
0.01	0.37	0.21	0.01	0
0.01	0.37	0.21	0.01	0
0.01	0.36	0.21	0.02	0
0.01	0.36	0.21	0.02	0
0.01	0.35	0.21	0.03	0
0.01	0.35	0.21	0.02	0.01
0.01	0.34	0.22	0.02	0.01
0.01	0.33	0.22	0.03	0.01
0.01	0.32	0.22	0.04	0.01
0.01	0.31	0.23	0.04	0.01
0.01	0.3	0.23	0.05	0.01
0.01	0.29	0.23	0.06	0.01
0.01	0.28	0.24	0.06	0.01
0.01	0.27	0.24	0.07	0.01
0.01	0.26	0.24	0.08	0.01
0.01	0.25	0.25	0.08	0.01
0.01	0.24	0.25	0.09	0.01
0.01	0.23	0.25	0.1	0.01
0.01	0.22	0.26	0.1	0.01
0.01	0.21	0.26	0.11	0.01
0.01	0.2	0.26	0.12	0.01
0.01	0.192	0.27	0.118	0.01
0.01	0.185	0.283742302	0.111257698	0.01
0.003973978	0.177182946	0.283742302	0.067315589	0.013193341
0.003509366	0.170621157	0.28379317	0.074360042	0.01248688
0.003043395	0.161120849	0.288683761	0.079275703	0.010980846
0.002686211	0.149693754	0.297819662	0.081660422	0.008865235
0.002402628	0.136977527	0.310172628	0.081889018	0.006509284
0.002062468	0.123394221	0.326237238	0.080234936	0.003964362
0.002537341	0.116727147	0.330469131	0.082569474	0.003097607
0.003277305	0.108648235	0.337481691	0.082891246	0.002161978
0.004537965	0.103852472	0.339866289	0.08402285	0.001690234
0.005911989	0.100767614	0.338665649	0.087466629	0.001848731
0.007385034	0.098189477	0.336244734	0.092258471	0.002287136
0.009288214	0.098805147	0.328300295	0.099492629	0.003260152
0.010833125	0.097531531	0.321524768	0.107155893	0.004925389
0.011110854	0.094303625	0.319588032	0.1117144	0.004810147
0.011111386	0.092444062	0.313861716	0.119496421	0.004781157
0.010956913	0.089515239	0.310686807	0.126075123	0.004361098
0.010498428	0.086762201	0.306873993	0.133286495	0.004008612
0.009790117	0.082228509	0.307338794	0.137927034	0.00327187
0.008837004	0.07773112	0.307733073	0.142677538	0.002654181
0.007808689	0.071858667	0.312140558	0.144563213	0.001837803
0.00669549	0.066164673	0.316739368	0.146321509	0.001164129
0.006163093	0.062107718	0.318990233	0.150462813	0.000513839
0.005985517	0.05835822	0.319896303	0.153014514	0.000479261
0.006214651	0.053810485	0.324093767	0.151660252	0.000434522
0.006479685	0.049258646	0.328399826	0.150894099	0.000504279
0.007421377	0.046067761	0.330357876	0.150277772	0.000857534
0.008781601	0.042754594	0.333434205	0.14915923	0.001326849
0.010455167	0.040753102	0.333223932	0.150049038	0.001966198
0.012866521	0.039272785	0.332997067	0.150367298	0.002826812
0.015490537	0.038158845	0.331952157	0.151729486	0.003652595
0.018444236	0.038712906	0.326436524	0.155685162	0.004721228
0.02203798	0.039313726	0.321948039	0.159004907	0.005923808
0.02569462	0.04005121	0.316522819	0.163851657	0.007287955
0.028039216	0.039767852	0.314630789	0.163064296	0.009897032
0.030602396	0.040959682	0.308275552	0.167147558	0.010274339
0.033073568	0.042111877	0.301485642	0.172651707	0.010095936
0.035544014	0.043947707	0.292840015	0.179708517	0.009937452
0.038093993	0.045822182	0.284595996	0.186613259	0.009713182
0.040238785	0.04719935	0.277418279	0.193290542	0.009170147
0.042191154	0.048902946	0.269481492	0.200706341	0.008675496
0.044041143	0.050421718	0.262457859	0.207490971	0.008158618
0.045626657	0.051220874	0.257549933	0.212738366	0.007515205
0.046385277	0.052069993	0.251915354	0.219426133	0.006731641
0.047193254	0.052926333	0.247010735	0.225311973	0.006100896
0.047943221	0.053609004	0.243072606	0.230302302	0.005562199
0.048183753	0.053294461	0.241715369	0.233410348	0.0049538
0.047930524	0.053165577	0.240028687	0.23740426	0.004367009
0.047587206	0.053044343	0.238867857	0.240996701	0.003900893
0.047330332	0.053138063	0.237802122	0.24456197	0.003541397
0.047871793	0.054195474	0.23401589	0.253579363	0.00238339
0.048166548	0.053714278	0.23394259	0.255584069	0.002258065
0.047788592	0.052712382	0.235768423	0.255305555	0.002398629
0.047319551	0.051709142	0.237913978	0.254394269	0.002672829
0.046811028	0.049766162	0.242340357	0.2507207	0.003218347
0.045771756	0.047925302	0.246798889	0.247969356	0.003710638
0.044772091	0.046202256	0.251156683	0.245214742	0.004308472
0.043846132	0.044589151	0.255374857	0.24248108	0.004999916
0.043584802	0.043208663	0.258745509	0.239376745	0.005952191
0.042986427	0.04102939	0.264243222	0.234719496	0.007104265
0.042302334	0.03898444	0.269570156	0.230561792	0.008266036
0.04167802	0.037069839	0.274638654	0.226695262	0.009476199
0.041119923	0.035318571	0.279350199	0.223217268	0.010697267
0.041149993	0.03399532	0.282435762	0.220406565	0.012015089
0.041294731	0.032208843	0.286705012	0.216348071	0.013647699
0.041456427	0.030463985	0.290934959	0.212535745	0.015290069
0.041703034	0.028805538	0.29493433	0.209016594	0.01694521
0.042028174	0.027255948	0.298641924	0.205849834	0.01858647
0.04251465	0.026108276	0.30099722	0.203897209	0.020038038
0.043517166	0.024761808	0.303462308	0.201131338	0.021955121
0.044521609	0.023423887	0.306032105	0.198504332	0.023881077
0.045602861	0.022149498	0.308429771	0.19611563	0.025848402
0.046754261	0.020931186	0.310684367	0.19390634	0.027910024
0.047900262	0.019733112	0.313014938	0.191702905	0.030171995
0.048926885	0.018704516	0.314912161	0.189849547	0.032912876
0.049014496	0.017857695	0.31979598	0.182396896	0.039203286
0.050470024	0.017640358	0.319342303	0.18161143	0.041030614
0.052213709	0.017334507	0.31849949	0.181688051	0.04236017
0.054093115	0.017020844	0.317454971	0.182194955	0.043428535
0.056045166	0.016720527	0.31630191	0.182987168	0.044299036
0.057844433	0.016356834	0.315679179	0.183698982	0.044905893
0.059820967	0.016500345	0.31274088	0.186429062	0.044986689
0.06208692	0.01651345	0.310199459	0.188602422	0.045386834
0.064423827	0.016545565	0.307652856	0.190850278	0.045727253
0.066807589	0.01661317	0.305058667	0.193223695	0.045983006
0.069221162	0.01671922	0.302422219	0.195721514	0.046149132
0.071644076	0.016857173	0.299788615	0.198307764	0.046226355
0.074007417	0.016980655	0.297404833	0.200796954	0.04621135
0.07612793	0.017345266	0.294366688	0.204222916	0.045703777
0.078552073	0.017747146	0.291078518	0.207656435	0.045412693
0.080985341	0.018173507	0.287843752	0.2110982	0.045081436
0.083409608	0.01863632	0.284627451	0.214591196	0.044690601
0.085816702	0.019136309	0.281432716	0.218131703	0.044240508
